ID,Filum,Clase,Orden,Familia,Género,Especie trófica,Abundancia (ind/m3),Biomasa                       (mg C/m3),Peso             (g),Talla (mm),Nombre común,Hábitat,Dominio,Referencia,Enlace
324,Arthropoda,Malacostraca,Decapoda,Lithodidae ,Lithodes,Lithodes_santolla,,,,,Centolla patagónica,Bentónico,"CCH, CB","Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
325,Arthropoda,Malacostraca,Decapoda,Lithodidae ,Paralomis,Paralomis_granulosa,,,,,Centollón patagónico,Bentónico,"CCH, CB","Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
326,Chordata,Actinopteri ,Clupeiformes ,Clupeidae,Sprattus,Sprattus_fuegensis,,,,,"Sardina fueguina, Fuegian sprat",Pelágico,"CCH, CB","Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
327,Chordata,Actinopteri,Perciformes,Nototheniidae ,Dissostichus,Dissostichus_eleginoides,,,,,Merluza negra,Demersal,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
328,Ochrophyta ,Bacillariophyceae,NA,NA,NA,Bacillariophyceae*,,,,,Diatomeas,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
329,Haptophyta ,Prymnesiophyceae ,NA,NA,NA,Coccolithophorales* ,,,,,Cocolitofóridos,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
330,Bryozoa,Gymnolaemata,Cheilostomatida ,Escharinidae ,Mastigophora,Mastigophora*,,,,,Flagelados,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
331,Dinophyta,NA,NA,NA,NA,Dinophyta*,,,,,Dinoflagelados,,CB,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
332,Myzozoa,Dinophyceae,Dinophyceae,Amphidomataceae,Azadinium,Azadinium*,,,,,Dinoflagelados,,CB,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
333,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum*,,,,,Dinoflagelados,,CB,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
334,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,Alexandrium*,,,,,Dinoflagelados,,CB,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
335,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium*,,,,,Dinoflagelados,,CB,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
336,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae ,Oxytoxum,Oxytoxum*,,,,,Dinoflagelados,,CB,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
337,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium*,,,,,Dinoflagelados heterótrofos,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
338,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium*,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
339,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium*,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
340,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,Amphidinium*,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
341,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Torodinium,Torodinium_robustum,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
342,Ciliophora,Litostomatea,Cyclotrichiida,Mesodiniidae,Mesodinium,Mesodinium_rubrum,,,,,Ciliados,,CB,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
343,Myzozoa ,Dinophyceae,Dinophysiales ,Dinophysaceae ,Dinophysis,Dinophysis*,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
344,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,Strombidium*,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
345,Ciliophora,Oligotrichea,Choreotrichida,Strobilidiidae,Strobilidium,Strobilidium*,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
346,Ciliophora,Oligotrichea,Choreotrichida,Strombidinopsidae,Strombidinopsis,Strombidinopsis*,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
347,Ciliophora,Oligotrichea,Choreotrichida,Codonellidae,Tintinnopsis,Tintinnopsis*,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
348,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Shionodiscus,Shionodiscus_gaarderae,,,,,Diatomeas,,CCH,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
349,Ciliophora,Oligotrichea,Oligotrichida,Cyrtostrombidiidae,Cyrtostrombidium,Cyrtostrombidium*,,,,,,,"CB, CCH","Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
350,Ciliophora,Oligotrichea,Oligotrichida,Tontoniidae,Laboea,Laboea_strobila,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
351,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,Strombidium_conicum,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
352,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia*,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
353,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudonitzschia,Pseudonitzschia*,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
354,Myzozoa ,Dinophyceae,Dinophysiales ,Dinophysaceae ,Dinophysis,Dinophysis_acuminata,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
355,Ochrophyta,Bacillariophyceae,Chaetocerotanae,Chaetocerotaceae,Chaetoceros,Chaetoceros*,,,,,Diatomeas,"CB, CCH",,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
356,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira ,Thalassiosira* ,,,,,Diatomeas,"CB, CCH",,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
357,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,Dactyliosolen*,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
358,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia*,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
359,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,Fragilariopsis _kerguelensis,,,,,,CB,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
360,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula*,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
361,Ochrophyta,Bacillariophyceae,Paraliales,Paraliaceae,Paralia,Paralia_sulcata,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
362,Haptophyta,rymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis*,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
363,Haptophyta,rymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_antactica,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
364,Myzozoa ,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,Alexandrium_catenella,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
365,Mollusca,Bivalvia,Mytiloidea,Mytilidae,Mytilus,Mytilus_chilensis,,,,,Mejillón,Bentónico,CB,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
366,Myzozoa ,Dinophyceae,Dinophyceae,Amphidomataceae,Azadinium,Azadinium_poporum,,,,,,,,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
